qa_id,comparison,question,category,answer_type,is_answerable,recall@10_delta,hit@10_delta,mrr@10_delta,ndcg@10_delta,precision@10_delta,exact_match_delta,token_f1_delta,rouge_l_delta,total_latency_sec_delta
vlrag-026b112060,HybridOnly_minus_DenseOnly,Có cần chuẩn bị giấy tờ cụ thể gì nếu tôi muốn gửi con đi đào tạo sau đại học ở nước ngoài bằng ngân sách tỉnh Cà Mau hay không?,single_hop,unanswerable,False,0.0,0.0,0.0,0.0,0.0,0.0,0.011354309165526703,0.0114911080711354,24.295480621426293
vlrag-026b112060,HybridGraph_minus_DenseGraph,Có cần chuẩn bị giấy tờ cụ thể gì nếu tôi muốn gửi con đi đào tạo sau đại học ở nước ngoài bằng ngân sách tỉnh Cà Mau hay không?,single_hop,unanswerable,False,0.0,0.0,0.0,0.0,0.0,0.0,0.007239819004524903,0.019004524886877802,27.110888051420886
vlrag-036bdd452b,DenseGraph_minus_DenseOnly,Chúng tôi muốn biết ngành nào chịu trách nhiệm chính trong việc ngăn chặn tình trạng trẻ em bị lạm dụng sức lao động?,single_hop,extractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.024216524216524205,0.024216524216524205,-0.515140277001592
vlrag-036bdd452b,HybridGraph_minus_HybridOnly,Chúng tôi muốn biết ngành nào chịu trách nhiệm chính trong việc ngăn chặn tình trạng trẻ em bị lạm dụng sức lao động?,single_hop,extractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.006647278770253395,0.006647278770253395,-0.663362699997375
vlrag-036bdd452b,HybridOnly_minus_DenseOnly,Chúng tôi muốn biết ngành nào chịu trách nhiệm chính trong việc ngăn chặn tình trạng trẻ em bị lạm dụng sức lao động?,single_hop,extractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.008301404853128996,0.008301404853128996,26.03592969041864
vlrag-036bdd452b,HybridGraph_minus_DenseGraph,Chúng tôi muốn biết ngành nào chịu trách nhiệm chính trong việc ngăn chặn tình trạng trẻ em bị lạm dụng sức lao động?,single_hop,extractive,True,0.0,0.0,0.0,0.0,0.0,0.0,-0.009267840593141813,-0.009267840593141813,25.887707267422858
vlrag-0403d1ea95,DenseGraph_minus_DenseOnly,Làm sao để biết các văn bản quy phạm pháp luật do Hội đồng nhân dân cấp tỉnh ban hành được thực hiện theo quy trình nào?,single_hop,unanswerable,False,0.0,0.0,0.0,0.0,0.0,0.0,0.016480334951672497,0.002494320965658499,-0.5800226690000727
vlrag-0403d1ea95,HybridGraph_minus_HybridOnly,Làm sao để biết các văn bản quy phạm pháp luật do Hội đồng nhân dân cấp tỉnh ban hành được thực hiện theo quy trình nào?,single_hop,unanswerable,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0030864197530863988,0.0030864197530863988,0.3706543399985094
vlrag-0403d1ea95,HybridOnly_minus_DenseOnly,Làm sao để biết các văn bản quy phạm pháp luật do Hội đồng nhân dân cấp tỉnh ban hành được thực hiện theo quy trình nào?,single_hop,unanswerable,False,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007863489816780991,-0.0007863489816780991,25.205565039421746
vlrag-0403d1ea95,HybridGraph_minus_DenseGraph,Làm sao để biết các văn bản quy phạm pháp luật do Hội đồng nhân dân cấp tỉnh ban hành được thực hiện theo quy trình nào?,single_hop,unanswerable,False,0.0,0.0,0.0,0.0,0.0,0.0,-0.014180264180264197,-0.00019425019425019924,26.156242048420328
vlrag-0503eae2ee,DenseGraph_minus_DenseOnly,Có cần các cơ quan như Văn phòng Ủy ban nhân dân hay Thanh tra tỉnh tham gia thực hiện việc tiếp công dân theo quy định của tỉnh Hậu Giang hay không?,single_hop,abstractive,True,-1.0,-1.0,-0.125,-0.3154648767857287,-0.1,0.0,0.002431610942249196,0.0019250253292806274,-0.10076260000028014
vlrag-0503eae2ee,HybridGraph_minus_HybridOnly,Có cần các cơ quan như Văn phòng Ủy ban nhân dân hay Thanh tra tỉnh tham gia thực hiện việc tiếp công dân theo quy định của tỉnh Hậu Giang hay không?,single_hop,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,-0.021021652301870974,-0.015135589657347015,4.690889645000421
vlrag-0503eae2ee,HybridOnly_minus_DenseOnly,Có cần các cơ quan như Văn phòng Ủy ban nhân dân hay Thanh tra tỉnh tham gia thực hiện việc tiếp công dân theo quy định của tỉnh Hậu Giang hay không?,single_hop,abstractive,True,-1.0,-1.0,-0.125,-0.3154648767857287,-0.1,0.0,0.03270879644331537,-0.0008468296813803899,27.49882844642315
vlrag-0503eae2ee,HybridGraph_minus_DenseGraph,Có cần các cơ quan như Văn phòng Ủy ban nhân dân hay Thanh tra tỉnh tham gia thực hiện việc tiếp công dân theo quy định của tỉnh Hậu Giang hay không?,single_hop,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.009255533199195198,-0.017907444668008032,32.29048069142385
vlrag-0563e20013,DenseGraph_minus_DenseOnly,"Sắp tới tôi muốn đăng ký thành lập một cơ sở tư vấn hỗ trợ nạn nhân bạo lực gia đình tại địa phương, tôi nên liên hệ với đơn vị nào để được hướng dẫn về thủ tục?",single_hop,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0751536435469711,0.0751536435469711,-1.6945830760000722
vlrag-0563e20013,HybridGraph_minus_HybridOnly,"Sắp tới tôi muốn đăng ký thành lập một cơ sở tư vấn hỗ trợ nạn nhân bạo lực gia đình tại địa phương, tôi nên liên hệ với đơn vị nào để được hướng dẫn về thủ tục?",single_hop,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.022624434389140302,0.022624434389140302,-0.379151438002733
vlrag-0563e20013,HybridOnly_minus_DenseOnly,"Sắp tới tôi muốn đăng ký thành lập một cơ sở tư vấn hỗ trợ nạn nhân bạo lực gia đình tại địa phương, tôi nên liên hệ với đơn vị nào để được hướng dẫn về thủ tục?",single_hop,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0642939150401837,0.0642939150401837,25.70337773642581
vlrag-0563e20013,HybridGraph_minus_DenseGraph,"Sắp tới tôi muốn đăng ký thành lập một cơ sở tư vấn hỗ trợ nạn nhân bạo lực gia đình tại địa phương, tôi nên liên hệ với đơn vị nào để được hướng dẫn về thủ tục?",single_hop,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0117647058823529,0.0117647058823529,27.01880937442315
vlrag-0794a3f964,DenseGraph_minus_DenseOnly,"Tôi đang tìm hiểu về việc phân loại đô thị cho khu vực của mình, nhưng không biết Nghị định quy định chi tiết về vấn đề này hiện đang có hiệu lực như thế nào hay đã hết hạn chưa?",single_hop,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0219780219780219,0.02197802197802201,-0.43472530200006076
vlrag-0794a3f964,HybridGraph_minus_HybridOnly,"Tôi đang tìm hiểu về việc phân loại đô thị cho khu vực của mình, nhưng không biết Nghị định quy định chi tiết về vấn đề này hiện đang có hiệu lực như thế nào hay đã hết hạn chưa?",single_hop,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.1725681725681725,0.14245014245014248,-4.388794520997177
vlrag-0794a3f964,HybridOnly_minus_DenseOnly,"Tôi đang tìm hiểu về việc phân loại đô thị cho khu vực của mình, nhưng không biết Nghị định quy định chi tiết về vấn đề này hiện đang có hiệu lực như thế nào hay đã hết hạn chưa?",single_hop,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.683818743419977
vlrag-0794a3f964,HybridGraph_minus_DenseGraph,"Tôi đang tìm hiểu về việc phân loại đô thị cho khu vực của mình, nhưng không biết Nghị định quy định chi tiết về vấn đề này hiện đang có hiệu lực như thế nào hay đã hết hạn chưa?",single_hop,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.1505901505901506,0.12047212047212047,24.72974952442286
vlrag-07cd394d8f,DenseGraph_minus_DenseOnly,Tôi muốn biết các thủ tục về tổ chức quản lý thị trường trước đây còn được áp dụng theo các văn bản cũ không hay đã có sự thay đổi mới?,legal_validity,boolean,True,0.0,0.0,0.0,0.0,0.0,0.0,-0.0194174757281553,-0.0194174757281553,1.2329528789996402
vlrag-07cd394d8f,HybridGraph_minus_HybridOnly,Tôi muốn biết các thủ tục về tổ chức quản lý thị trường trước đây còn được áp dụng theo các văn bản cũ không hay đã có sự thay đổi mới?,legal_validity,boolean,True,0.0,0.0,0.0,0.0,0.0,0.0,-0.1666666666666666,-0.1666666666666666,1.222407092001962
vlrag-07cd394d8f,HybridOnly_minus_DenseOnly,Tôi muốn biết các thủ tục về tổ chức quản lý thị trường trước đây còn được áp dụng theo các văn bản cũ không hay đã có sự thay đổi mới?,legal_validity,boolean,True,0.0,0.0,0.0,0.0,0.0,0.0,0.1472491909385113,0.1472491909385113,20.066094541426256
vlrag-07cd394d8f,HybridGraph_minus_DenseGraph,Tôi muốn biết các thủ tục về tổ chức quản lý thị trường trước đây còn được áp dụng theo các văn bản cũ không hay đã có sự thay đổi mới?,legal_validity,boolean,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.055548754428578
vlrag-07e3bd236d,DenseGraph_minus_DenseOnly,"Trong trường hợp tôi muốn biết quy định về kế hoạch phát triển kinh tế - xã hội của xã đã có hiệu lực hay chưa để làm việc với chính quyền, tôi có thể xem thông tin này ở đâu?",single_hop,extractive,True,0.0,0.0,0.0,0.0,0.0,0.0,-0.021223470661672905,-0.021722846441947496,3.4797598759996617
vlrag-07e3bd236d,HybridGraph_minus_HybridOnly,"Trong trường hợp tôi muốn biết quy định về kế hoạch phát triển kinh tế - xã hội của xã đã có hiệu lực hay chưa để làm việc với chính quyền, tôi có thể xem thông tin này ở đâu?",single_hop,extractive,True,-1.0,-1.0,-0.1428571428571428,-0.3333333333333333,-0.1,0.0,-0.0022148394241418012,-0.024916943521594695,-0.4588444119999622
vlrag-07e3bd236d,HybridOnly_minus_DenseOnly,"Trong trường hợp tôi muốn biết quy định về kế hoạch phát triển kinh tế - xã hội của xã đã có hiệu lực hay chưa để làm việc với chính quyền, tôi có thể xem thông tin này ở đâu?",single_hop,extractive,True,0.0,0.0,-0.1071428571428572,-0.09734322474005969,0.0,0.0,-0.0158730158730159,0.0047619047619048005,24.487644325422654
vlrag-07e3bd236d,HybridGraph_minus_DenseGraph,"Trong trường hợp tôi muốn biết quy định về kế hoạch phát triển kinh tế - xã hội của xã đã có hiệu lực hay chưa để làm việc với chính quyền, tôi có thể xem thông tin này ở đâu?",single_hop,extractive,True,-1.0,-1.0,-0.25,-0.430676558073393,-0.1,0.0,0.003135615364515204,0.001567807682257602,20.54904003742303
vlrag-088709b3d4,DenseGraph_minus_DenseOnly,"Sắp tới tôi muốn tiến hành thủ tục khai thác khoáng sản, tôi cần dẫn chiếu căn cứ pháp lý nào của tỉnh Bắc Kạn để đảm bảo hoạt động của mình nằm trong quy hoạch đã được duyệt?",citation,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,-0.009071799977873704,0.005420953645314697,0.11485058799962644
vlrag-088709b3d4,HybridGraph_minus_HybridOnly,"Sắp tới tôi muốn tiến hành thủ tục khai thác khoáng sản, tôi cần dẫn chiếu căn cứ pháp lý nào của tỉnh Bắc Kạn để đảm bảo hoạt động của mình nằm trong quy hoạch đã được duyệt?",citation,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.020604901022886188,0.020604901022886188,-1.281616829000992
vlrag-088709b3d4,HybridOnly_minus_DenseOnly,"Sắp tới tôi muốn tiến hành thủ tục khai thác khoáng sản, tôi cần dẫn chiếu căn cứ pháp lý nào của tỉnh Bắc Kạn để đảm bảo hoạt động của mình nằm trong quy hoạch đã được duyệt?",citation,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,-0.005705808513066304,0.008786945110122096,25.6714312754213
vlrag-088709b3d4,HybridGraph_minus_DenseGraph,"Sắp tới tôi muốn tiến hành thủ tục khai thác khoáng sản, tôi cần dẫn chiếu căn cứ pháp lý nào của tỉnh Bắc Kạn để đảm bảo hoạt động của mình nằm trong quy hoạch đã được duyệt?",citation,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.023970892487693587,0.023970892487693587,24.27496385842068
vlrag-098c0cf63e,DenseGraph_minus_DenseOnly,"Doanh nghiệp của tôi muốn tham gia thực hiện các dự án khoa học công nghệ cấp bộ lĩnh vực thủy sản đã được phê duyệt, tôi cần liên hệ đơn vị nào để biết trình tự thực hiện?",single_hop,abstractive,True,-1.0,-1.0,-0.25,-0.430676558073393,-0.1,0.0,0.010818120351588911,0.010818120351588911,0.8508276339998702
vlrag-098c0cf63e,HybridGraph_minus_HybridOnly,"Doanh nghiệp của tôi muốn tham gia thực hiện các dự án khoa học công nghệ cấp bộ lĩnh vực thủy sản đã được phê duyệt, tôi cần liên hệ đơn vị nào để biết trình tự thực hiện?",single_hop,abstractive,True,-1.0,-1.0,-0.1428571428571428,-0.3333333333333333,-0.1,0.0,0.07630813953488369,0.07630813953488369,1.5006438559976232
vlrag-098c0cf63e,HybridOnly_minus_DenseOnly,"Doanh nghiệp của tôi muốn tham gia thực hiện các dự án khoa học công nghệ cấp bộ lĩnh vực thủy sản đã được phê duyệt, tôi cần liên hệ đơn vị nào để biết trình tự thực hiện?",single_hop,abstractive,True,0.0,0.0,-0.1071428571428572,-0.09734322474005969,0.0,0.0,-0.03982843137254899,-0.03982843137254899,26.803202220420815
vlrag-098c0cf63e,HybridGraph_minus_DenseGraph,"Doanh nghiệp của tôi muốn tham gia thực hiện các dự án khoa học công nghệ cấp bộ lĩnh vực thủy sản đã được phê duyệt, tôi cần liên hệ đơn vị nào để biết trình tự thực hiện?",single_hop,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.02566158781074579,0.02566158781074579,27.453018442418568
vlrag-09cfaea347,DenseGraph_minus_DenseOnly,Tôi lo lắng về việc nếu các đơn vị không quán triệt đúng tinh thần bảo vệ trẻ em có hoàn cảnh khó khăn thì có bị xử lý gì không?,single_hop,unanswerable,False,0.0,0.0,0.0,0.0,0.0,0.0,0.01691512017036819,0.01691512017036819,2.690449937000267
vlrag-09cfaea347,HybridGraph_minus_HybridOnly,Tôi lo lắng về việc nếu các đơn vị không quán triệt đúng tinh thần bảo vệ trẻ em có hoàn cảnh khó khăn thì có bị xử lý gì không?,single_hop,unanswerable,False,0.0,0.0,0.0,0.0,0.0,0.0,0.017415730337078696,0.017415730337078696,-0.23856169999635668
vlrag-09cfaea347,HybridOnly_minus_DenseOnly,Tôi lo lắng về việc nếu các đơn vị không quán triệt đúng tinh thần bảo vệ trẻ em có hoàn cảnh khó khăn thì có bị xử lý gì không?,single_hop,unanswerable,False,0.0,0.0,0.0,0.0,0.0,0.0,0.003757225433525996,0.003757225433525996,24.682023863418813
vlrag-09cfaea347,HybridGraph_minus_DenseGraph,Tôi lo lắng về việc nếu các đơn vị không quán triệt đúng tinh thần bảo vệ trẻ em có hoàn cảnh khó khăn thì có bị xử lý gì không?,single_hop,unanswerable,False,0.0,0.0,0.0,0.0,0.0,0.0,0.004257835600236501,0.004257835600236501,21.75301222642219
vlrag-0a0dbf15e0,DenseGraph_minus_DenseOnly,Có được áp dụng các quy định khác nếu nội dung kế toán không được hướng dẫn cụ thể trong Thông tư 178/2012/TT-BTC không?,single_hop,abstractive,True,-1.0,-1.0,-0.1666666666666666,-0.3562071871080222,-0.1,0.0,0.0,0.0,-0.37333473099988623
vlrag-0a0dbf15e0,HybridGraph_minus_HybridOnly,Có được áp dụng các quy định khác nếu nội dung kế toán không được hướng dẫn cụ thể trong Thông tư 178/2012/TT-BTC không?,single_hop,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,-0.1282051282051282,-0.1282051282051282,0.10636082199926378
vlrag-0a0dbf15e0,HybridOnly_minus_DenseOnly,Có được áp dụng các quy định khác nếu nội dung kế toán không được hướng dẫn cụ thể trong Thông tư 178/2012/TT-BTC không?,single_hop,abstractive,True,-1.0,-1.0,-0.1666666666666666,-0.3562071871080222,-0.1,0.0,0.139269406392694,0.139269406392694,25.715124576421374
vlrag-0a0dbf15e0,HybridGraph_minus_DenseGraph,Có được áp dụng các quy định khác nếu nội dung kế toán không được hướng dẫn cụ thể trong Thông tư 178/2012/TT-BTC không?,single_hop,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0110642781875658,0.0110642781875658,26.194820129420524
vlrag-0a5d60abe1,DenseGraph_minus_DenseOnly,Có cần phải thực hiện các quy định pháp luật về an toàn thực phẩm khi tôi sản xuất thực phẩm tại nhà không?,single_hop,boolean,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0002938583602704013,0.0002938583602704013,1.0150284750006904
vlrag-0a5d60abe1,HybridGraph_minus_HybridOnly,Có cần phải thực hiện các quy định pháp luật về an toàn thực phẩm khi tôi sản xuất thực phẩm tại nhà không?,single_hop,boolean,True,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011688094840540987,-0.0011688094840540987,0.05077096099921974
vlrag-0a5d60abe1,HybridOnly_minus_DenseOnly,Có cần phải thực hiện các quy định pháp luật về an toàn thực phẩm khi tôi sản xuất thực phẩm tại nhà không?,single_hop,boolean,True,0.0,0.0,0.0,0.0,0.0,0.0,-0.0052284610138668,-0.0052284610138668,27.002667067421214
vlrag-0a5d60abe1,HybridGraph_minus_DenseGraph,Có cần phải thực hiện các quy định pháp luật về an toàn thực phẩm khi tôi sản xuất thực phẩm tại nhà không?,single_hop,boolean,True,0.0,0.0,0.0,0.0,0.0,0.0,-0.0066911288581913,-0.0066911288581913,26.038409553419744
vlrag-0a91b4365a,DenseGraph_minus_DenseOnly,"Sắp tới tôi có dự định cho nhân viên đi công tác nước ngoài, tôi nghe người ta nói tỉnh Tiền Giang vừa có quy định mới sửa đổi về việc cán bộ đi nước ngoài, không biết đó là văn bản nào để tôi kiểm tra tính chính xác?",citation,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.28181818181818186,0.2391774891774892,-2.6748227749994835
vlrag-0a91b4365a,HybridGraph_minus_HybridOnly,"Sắp tới tôi có dự định cho nhân viên đi công tác nước ngoài, tôi nghe người ta nói tỉnh Tiền Giang vừa có quy định mới sửa đổi về việc cán bộ đi nước ngoài, không biết đó là văn bản nào để tôi kiểm tra tính chính xác?",citation,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.2548720740337508,0.21230266739248782,-2.541918764996801
vlrag-0a91b4365a,HybridOnly_minus_DenseOnly,"Sắp tới tôi có dự định cho nhân viên đi công tác nước ngoài, tôi nghe người ta nói tỉnh Tiền Giang vừa có quy định mới sửa đổi về việc cán bộ đi nước ngoài, không biết đó là văn bản nào để tôi kiểm tra tính chính xác?",citation,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.026946107784431073,0.02687482178500139,26.638007887415995
vlrag-0a91b4365a,HybridGraph_minus_DenseGraph,"Sắp tới tôi có dự định cho nhân viên đi công tác nước ngoài, tôi nghe người ta nói tỉnh Tiền Giang vừa có quy định mới sửa đổi về việc cán bộ đi nước ngoài, không biết đó là văn bản nào để tôi kiểm tra tính chính xác?",citation,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.770911897418678
vlrag-0cc7e882be,DenseGraph_minus_DenseOnly,"Gia đình tôi cần tìm căn cứ pháp lý về việc bãi bỏ các văn bản quy phạm pháp luật không còn phù hợp của UBND tỉnh Đắk Lắk để làm hồ sơ khiếu nại, tôi nên dẫn chiếu văn bản nào?",citation,abstractive,True,-1.0,-1.0,-0.1,-0.2890648263178879,-0.1,0.0,-0.031666666666666676,-0.031666666666666676,-0.4680382069996085
vlrag-0cc7e882be,HybridGraph_minus_HybridOnly,"Gia đình tôi cần tìm căn cứ pháp lý về việc bãi bỏ các văn bản quy phạm pháp luật không còn phù hợp của UBND tỉnh Đắk Lắk để làm hồ sơ khiếu nại, tôi nên dẫn chiếu văn bản nào?",citation,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.016821000764591032,0.016821000764591032,0.5868403810018172
vlrag-0cc7e882be,HybridOnly_minus_DenseOnly,"Gia đình tôi cần tìm căn cứ pháp lý về việc bãi bỏ các văn bản quy phạm pháp luật không còn phù hợp của UBND tỉnh Đắk Lắk để làm hồ sơ khiếu nại, tôi nên dẫn chiếu văn bản nào?",citation,abstractive,True,-1.0,-1.0,-0.1,-0.2890648263178879,-0.1,0.0,-0.02818565400843892,-0.02818565400843892,26.671490542422536
vlrag-0cc7e882be,HybridGraph_minus_DenseGraph,"Gia đình tôi cần tìm căn cứ pháp lý về việc bãi bỏ các văn bản quy phạm pháp luật không còn phù hợp của UBND tỉnh Đắk Lắk để làm hồ sơ khiếu nại, tôi nên dẫn chiếu văn bản nào?",citation,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.020302013422818788,0.020302013422818788,27.72636913042396
vlrag-0d1e860d5a,DenseGraph_minus_DenseOnly,"Tôi là cán bộ nhà nước ở tỉnh Tiền Giang, gia đình tôi đang muốn đi du lịch nước ngoài, không biết tôi có quyền lợi hay ưu đãi gì đặc biệt về thủ tục xuất cảnh không?",single_hop,unanswerable,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0570321151716501,0.0725359911406423,-2.6545791290000125
vlrag-0d1e860d5a,HybridGraph_minus_HybridOnly,"Tôi là cán bộ nhà nước ở tỉnh Tiền Giang, gia đình tôi đang muốn đi du lịch nước ngoài, không biết tôi có quyền lợi hay ưu đãi gì đặc biệt về thủ tục xuất cảnh không?",single_hop,unanswerable,False,0.0,0.0,0.0,0.0,0.0,0.0,-0.567578947368421,-0.583578947368421,0.6599773130001267
vlrag-0d1e860d5a,HybridOnly_minus_DenseOnly,"Tôi là cán bộ nhà nước ở tỉnh Tiền Giang, gia đình tôi đang muốn đi du lịch nước ngoài, không biết tôi có quyền lợi hay ưu đãi gì đặc biệt về thủ tục xuất cảnh không?",single_hop,unanswerable,False,0.0,0.0,0.0,0.0,0.0,0.0,0.5695634434924521,0.5850673194614443,23.399592902421947
vlrag-0d1e860d5a,HybridGraph_minus_DenseGraph,"Tôi là cán bộ nhà nước ở tỉnh Tiền Giang, gia đình tôi đang muốn đi du lịch nước ngoài, không biết tôi có quyền lợi hay ưu đãi gì đặc biệt về thủ tục xuất cảnh không?",single_hop,unanswerable,False,0.0,0.0,0.0,0.0,0.0,0.0,-0.055047619047619,-0.071047619047619,26.714149344422086
vlrag-0da6d44efd,DenseGraph_minus_DenseOnly,Làm sao để biết các cơ sở bảo trợ xã hội tại huyện Đất Đỏ phải tuân thủ mức trợ cấp như thế nào và nếu họ không chi trả đúng mức quy định cho người đang được nuôi dưỡng thì tôi cần làm gì?,single_hop,unanswerable,False,0.0,0.0,0.0,0.0,0.0,0.0,-0.005057955742887199,-0.0033719704952581003,-0.5771073010000691
vlrag-0da6d44efd,HybridGraph_minus_HybridOnly,Làm sao để biết các cơ sở bảo trợ xã hội tại huyện Đất Đỏ phải tuân thủ mức trợ cấp như thế nào và nếu họ không chi trả đúng mức quy định cho người đang được nuôi dưỡng thì tôi cần làm gì?,single_hop,unanswerable,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0014204545454545997,0.0009469696969696996,-0.9210058880016732
vlrag-0da6d44efd,HybridOnly_minus_DenseOnly,Làm sao để biết các cơ sở bảo trợ xã hội tại huyện Đất Đỏ phải tuân thủ mức trợ cấp như thế nào và nếu họ không chi trả đúng mức quy định cho người đang được nuôi dưỡng thì tôi cần làm gì?,single_hop,unanswerable,False,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006993006993007006,-0.00046620046620040115,27.255496468421086
