model,display_model,group_field,group,metric,n,base_mean,cot_mean,delta_mean,delta_ci_low,delta_ci_high,wins,ties,losses,win_rate,tie_rate,loss_rate,mcnemar_exact_p
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,difficulty,easy,exact_match,279,0.23297491039426524,0.22939068100358423,-0.0035842293906810036,-0.025089605734767026,0.017921146953405017,5,268,6,0.017921146953405017,0.9605734767025089,0.021505376344086023,1.0
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,difficulty,easy,token_f1,279,0.18516373570023384,0.17098127003756364,-0.014182465662670193,-0.022143563872513764,-0.006500301745506929,85,32,162,0.3046594982078853,0.11469534050179211,0.5806451612903226,
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,difficulty,easy,rouge_l,279,0.16195996062115325,0.14964140296537365,-0.012318557655779605,-0.019909923299540524,-0.00491551975342905,87,31,161,0.3118279569892473,0.1111111111111111,0.5770609318996416,
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,difficulty,hard,exact_match,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,1.0,0.0,1.0
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,difficulty,hard,token_f1,1,0.010582010582010581,0.008230452674897118,-0.002351557907113463,-0.002351557907113463,-0.002351557907113463,0,0,1,0.0,0.0,1.0,
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,difficulty,hard,rouge_l,1,0.010582010582010581,0.008230452674897118,-0.002351557907113463,-0.002351557907113463,-0.002351557907113463,0,0,1,0.0,0.0,1.0,
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,difficulty,medium,exact_match,113,0.19469026548672566,0.21238938053097345,0.017699115044247787,-0.02654867256637168,0.061946902654867256,4,107,2,0.035398230088495575,0.9469026548672567,0.017699115044247787,0.6875
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,difficulty,medium,token_f1,113,0.16349586513158204,0.1514921430441914,-0.012003722087390636,-0.02168450254612021,-0.0028023812023156252,35,14,64,0.30973451327433627,0.12389380530973451,0.5663716814159292,
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,difficulty,medium,rouge_l,113,0.13288956342387992,0.12249772814077582,-0.01039183528310409,-0.01884118951108089,-0.002273317562193007,30,14,69,0.26548672566371684,0.12389380530973451,0.6106194690265486,
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,answer_type,abstractive,exact_match,195,0.0,0.0,0.0,0.0,0.0,0,195,0,0.0,1.0,0.0,1.0
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,answer_type,abstractive,token_f1,195,0.22846106743671282,0.21007662780613895,-0.018384439630573852,-0.02830849968486988,-0.008522488453630742,61,17,117,0.3128205128205128,0.08717948717948718,0.6,
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,answer_type,abstractive,rouge_l,195,0.18825665248812726,0.17149433737142122,-0.016762315116706037,-0.026003106089492738,-0.007519921263041506,56,17,122,0.28717948717948716,0.08717948717948718,0.6256410256410256,
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,answer_type,boolean,exact_match,120,0.725,0.7333333333333333,0.008333333333333333,-0.058333333333333334,0.075,9,103,8,0.075,0.8583333333333333,0.06666666666666667,1.0
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,answer_type,boolean,token_f1,120,0.042269906748843906,0.04221250059441021,-5.740615443369508e-05,-0.004876254094380605,0.005211033310024098,36,16,68,0.3,0.13333333333333333,0.5666666666666667,
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,answer_type,boolean,rouge_l,120,0.042269906748843906,0.04221250059441021,-5.740615443369508e-05,-0.004931670773077123,0.0052614662084480455,36,16,68,0.3,0.13333333333333333,0.5666666666666667,
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,answer_type,extractive,exact_match,78,0.0,0.0,0.0,0.0,0.0,0,78,0,0.0,1.0,0.0,1.0
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,answer_type,extractive,token_f1,78,0.263128206035843,0.2410278777387495,-0.022100328297093526,-0.04043738315807174,-0.007493481361397953,23,13,42,0.2948717948717949,0.16666666666666666,0.5384615384615384,
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,answer_type,extractive,rouge_l,78,0.2363012262273861,0.2191478115534032,-0.017153414673982886,-0.03551738778178306,-0.002776159494291834,25,12,41,0.32051282051282054,0.15384615384615385,0.5256410256410257,
glm-5,GLM-5,category,citation,exact_match,106,0.1509433962264151,0.16037735849056603,0.009433962264150943,0.0,0.02830188679245283,1,105,0,0.009433962264150943,0.9905660377358491,0.0,1.0
glm-5,GLM-5,category,citation,token_f1,106,0.16688280846048384,0.16283825319244757,-0.004044555268036272,-0.016462705973973167,0.009552890416592196,39,11,56,0.36792452830188677,0.10377358490566038,0.5283018867924528,
glm-5,GLM-5,category,citation,rouge_l,106,0.1458094510253058,0.14418875243889623,-0.0016206985864095785,-0.013506935941995183,0.011590101612072991,40,11,55,0.37735849056603776,0.10377358490566038,0.5188679245283019,
glm-5,GLM-5,category,cross_document,exact_match,11,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0,11,0,0.0,1.0,0.0,1.0
glm-5,GLM-5,category,cross_document,token_f1,11,0.23869613882723162,0.2409420405036186,0.002245901676386975,-0.01859157260747164,0.02230932010381209,4,2,5,0.36363636363636365,0.18181818181818182,0.45454545454545453,
glm-5,GLM-5,category,cross_document,rouge_l,11,0.22679719634723783,0.22230764683930096,-0.004489549507936846,-0.02815554112198049,0.017417196897386928,5,2,4,0.45454545454545453,0.18181818181818182,0.36363636363636365,
glm-5,GLM-5,category,legal_validity,exact_match,91,0.3956043956043956,0.37362637362637363,-0.02197802197802198,-0.06593406593406594,0.02197802197802198,1,87,3,0.01098901098901099,0.9560439560439561,0.03296703296703297,0.625
glm-5,GLM-5,category,legal_validity,token_f1,91,0.09489747919707758,0.08944806789692708,-0.005449411300150504,-0.016683367939514537,0.005725555515168062,33,9,49,0.3626373626373626,0.0989010989010989,0.5384615384615384,
glm-5,GLM-5,category,legal_validity,rouge_l,91,0.08153715937609317,0.07662467781965945,-0.004912481556433708,-0.014266071886987745,0.004099524878741058,36,9,46,0.3956043956043956,0.0989010989010989,0.5054945054945055,
glm-5,GLM-5,category,multi_hop,exact_match,20,0.3,0.25,-0.05,-0.15,0.0,0,19,1,0.0,0.95,0.05,1.0
glm-5,GLM-5,category,multi_hop,token_f1,20,0.19813470174910944,0.20537950658315496,0.007244804834045516,-0.008109803644325512,0.02742182918486129,8,4,8,0.4,0.2,0.4,
glm-5,GLM-5,category,multi_hop,rouge_l,20,0.17022907251360317,0.17745682484396347,0.00722775233036031,-0.007783103321010537,0.027896973922542253,8,4,8,0.4,0.2,0.4,
glm-5,GLM-5,category,single_hop,exact_match,172,0.2441860465116279,0.25,0.005813953488372093,0.0,0.01744186046511628,1,171,0,0.005813953488372093,0.9941860465116279,0.0,1.0
glm-5,GLM-5,category,single_hop,token_f1,172,0.20191247544625396,0.19058354768354777,-0.011328927762706182,-0.019342886659719897,-0.003730601730053188,52,31,89,0.3023255813953488,0.18023255813953487,0.5174418604651163,
glm-5,GLM-5,category,single_hop,rouge_l,172,0.17928857861642217,0.16767657109392475,-0.01161200752249739,-0.018626205609529004,-0.004776941964384369,51,31,90,0.29651162790697677,0.18023255813953487,0.5232558139534884,
glm-5,GLM-5,difficulty,easy,exact_match,285,0.24912280701754386,0.25263157894736843,0.0035087719298245615,-0.010526315789473684,0.017631578947367145,3,280,2,0.010526315789473684,0.9824561403508771,0.007017543859649123,1.0
glm-5,GLM-5,difficulty,easy,token_f1,285,0.1777864030507813,0.17081282692310507,-0.006973576127676203,-0.013935336503048809,8.781971705671035e-05,100,39,146,0.3508771929824561,0.1368421052631579,0.512280701754386,
glm-5,GLM-5,difficulty,easy,rouge_l,285,0.15736420457340117,0.15086330989090507,-0.006500894682496066,-0.012984527719517042,5.0938210385517295e-05,100,39,146,0.3508771929824561,0.1368421052631579,0.512280701754386,
glm-5,GLM-5,difficulty,hard,exact_match,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,1.0,0.0,1.0
glm-5,GLM-5,difficulty,hard,token_f1,1,0.018957345971563982,0.015873015873015876,-0.003084330098548107,-0.003084330098548107,-0.003084330098548107,0,0,1,0.0,0.0,1.0,
glm-5,GLM-5,difficulty,hard,rouge_l,1,0.018957345971563982,0.015873015873015876,-0.003084330098548107,-0.003084330098548107,-0.003084330098548107,0,0,1,0.0,0.0,1.0,
glm-5,GLM-5,difficulty,medium,exact_match,114,0.2631578947368421,0.24561403508771928,-0.017543859649122806,-0.043859649122807015,0.0,0,112,2,0.0,0.9824561403508771,0.017543859649122806,0.5
glm-5,GLM-5,difficulty,medium,token_f1,114,0.1487233633959521,0.14246862374416636,-0.006254739651785708,-0.014349907678600643,0.002010494942903409,36,18,60,0.3157894736842105,0.15789473684210525,0.5263157894736842,
glm-5,GLM-5,difficulty,medium,rouge_l,114,0.1293413490757219,0.12350726268068148,-0.005834086395040405,-0.013156658495644149,0.001644578529987757,40,18,56,0.3508771929824561,0.15789473684210525,0.49122807017543857,
glm-5,GLM-5,answer_type,abstractive,exact_match,199,0.0,0.0,0.0,0.0,0.0,0,199,0,0.0,1.0,0.0,1.0
glm-5,GLM-5,answer_type,abstractive,token_f1,199,0.23750320302338762,0.22573639421418637,-0.011766808809201262,-0.021991893281728212,-0.0013908570815845199,67,24,108,0.33668341708542715,0.12060301507537688,0.542713567839196,
glm-5,GLM-5,answer_type,abstractive,rouge_l,199,0.20394695470418164,0.1933939620943327,-0.010552992609848958,-0.02002560612737796,-0.0010932786559155192,69,24,106,0.34673366834170855,0.12060301507537688,0.5326633165829145,
glm-5,GLM-5,answer_type,boolean,exact_match,123,0.8211382113821138,0.8130081300813008,-0.008130081300813009,-0.04878048780487805,0.032520325203252036,3,116,4,0.024390243902439025,0.943089430894309,0.032520325203252036,1.0
glm-5,GLM-5,answer_type,boolean,token_f1,123,0.026011578944161718,0.02321288478214232,-0.0027986941620193983,-0.005305976157697012,-0.00019095093317868063,44,13,66,0.35772357723577236,0.10569105691056911,0.5365853658536586,
glm-5,GLM-5,answer_type,boolean,rouge_l,123,0.026011578944161718,0.02321288478214232,-0.0027986941620193983,-0.005350201928255645,-0.00019583547877159504,44,13,66,0.35772357723577236,0.10569105691056911,0.5365853658536586,
glm-5,GLM-5,answer_type,extractive,exact_match,78,0.0,0.0,0.0,0.0,0.0,0,78,0,0.0,1.0,0.0,1.0
glm-5,GLM-5,answer_type,extractive,token_f1,78,0.22025620552303515,0.22002851947392743,-0.00022768604910768792,-0.00890839815283828,0.009041559957546831,25,20,33,0.32051282051282054,0.2564102564102564,0.4230769230769231,
glm-5,GLM-5,answer_type,extractive,rouge_l,78,0.20292052881742492,0.2019379614795249,-0.0009825673379000553,-0.009268929444979814,0.007791812111285937,27,20,31,0.34615384615384615,0.2564102564102564,0.3974358974358974,
