model,display_model,group_field,group,metric,n,base_mean,cot_mean,delta_mean,delta_ci_low,delta_ci_high,wins,ties,losses,win_rate,tie_rate,loss_rate,mcnemar_exact_p
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,difficulty,easy,exact_match,285,0.23508771929824562,0.22807017543859648,-0.007017543859649123,-0.031578947368421054,0.017543859649122806,5,273,7,0.017543859649122806,0.9578947368421052,0.02456140350877193,0.7744140625
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,difficulty,easy,token_f1,285,0.18495795164326978,0.17100436950839745,-0.013953582134872302,-0.021733934861056875,-0.0063947849894314705,89,32,164,0.312280701754386,0.11228070175438597,0.5754385964912281,
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,difficulty,easy,rouge_l,285,0.16107527917790918,0.14905761514997476,-0.012017664027934439,-0.019742228738443147,-0.004817166509060126,90,31,164,0.3157894736842105,0.10877192982456141,0.5754385964912281,
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,difficulty,hard,exact_match,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,1.0,0.0,1.0
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,difficulty,hard,token_f1,1,0.010582010582010581,0.008230452674897118,-0.002351557907113463,-0.002351557907113463,-0.002351557907113463,0,0,1,0.0,0.0,1.0,
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,difficulty,hard,rouge_l,1,0.010582010582010581,0.008230452674897118,-0.002351557907113463,-0.002351557907113463,-0.002351557907113463,0,0,1,0.0,0.0,1.0,
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,difficulty,medium,exact_match,114,0.19298245614035087,0.21052631578947367,0.017543859649122806,-0.02631578947368421,0.06140350877192982,4,108,2,0.03508771929824561,0.9473684210526315,0.017543859649122806,0.6875
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,difficulty,medium,token_f1,114,0.16352367918013544,0.15162525290052892,-0.011898426279606508,-0.021321500348141505,-0.002724362181799511,35,15,64,0.30701754385964913,0.13157894736842105,0.5614035087719298,
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,difficulty,medium,rouge_l,114,0.1331858538032026,0.12288517496995031,-0.010300678833252301,-0.018717526480668302,-0.002210191553872735,30,15,69,0.2631578947368421,0.13157894736842105,0.6052631578947368,
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,answer_type,abstractive,exact_match,199,0.0,0.0,0.0,0.0,0.0,0,199,0,0.0,1.0,0.0,1.0
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,answer_type,abstractive,token_f1,199,0.22880734617894097,0.21090072551520408,-0.01790662066373689,-0.027632525341351313,-0.008024346715942368,64,17,118,0.32160804020100503,0.08542713567839195,0.592964824120603,
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,answer_type,abstractive,rouge_l,199,0.18773915863854668,0.1715813852449557,-0.01615777339359096,-0.02498581309144361,-0.007294190530613832,58,17,124,0.2914572864321608,0.08542713567839195,0.6231155778894473,
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,answer_type,boolean,exact_match,123,0.7235772357723578,0.7235772357723578,0.0,-0.06504065040650407,0.06504065040650407,9,105,9,0.07317073170731707,0.8536585365853658,0.07317073170731707,1.0
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,answer_type,boolean,token_f1,123,0.04315963979710832,0.042766957333986985,-0.00039268246312134216,-0.005074161806417408,0.004845514108344239,37,17,69,0.3008130081300813,0.13821138211382114,0.5609756097560976,
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,answer_type,boolean,rouge_l,123,0.04315963979710832,0.042766957333986985,-0.00039268246312134216,-0.00519632384543841,0.004764975704393415,37,17,69,0.3008130081300813,0.13821138211382114,0.5609756097560976,
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,answer_type,extractive,exact_match,78,0.0,0.0,0.0,0.0,0.0,0,78,0,0.0,1.0,0.0,1.0
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,answer_type,extractive,token_f1,78,0.263128206035843,0.2410278777387495,-0.022100328297093526,-0.04043738315807174,-0.007493481361397953,23,13,42,0.2948717948717949,0.16666666666666666,0.5384615384615384,
deepseek-v3.1-thinking,DeepSeek-V3.1-Thinking,answer_type,extractive,rouge_l,78,0.2363012262273861,0.2191478115534032,-0.017153414673982886,-0.03551738778178306,-0.002776159494291834,25,12,41,0.32051282051282054,0.15384615384615385,0.5256410256410257,
glm-5,GLM-5,category,citation,exact_match,106,0.1509433962264151,0.16037735849056603,0.009433962264150943,0.0,0.02830188679245283,1,105,0,0.009433962264150943,0.9905660377358491,0.0,1.0
glm-5,GLM-5,category,citation,token_f1,106,0.16688280846048384,0.16283825319244757,-0.004044555268036272,-0.016462705973973167,0.009552890416592196,39,11,56,0.36792452830188677,0.10377358490566038,0.5283018867924528,
glm-5,GLM-5,category,citation,rouge_l,106,0.1458094510253058,0.14418875243889623,-0.0016206985864095785,-0.013506935941995183,0.011590101612072991,40,11,55,0.37735849056603776,0.10377358490566038,0.5188679245283019,
glm-5,GLM-5,category,cross_document,exact_match,11,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0,11,0,0.0,1.0,0.0,1.0
glm-5,GLM-5,category,cross_document,token_f1,11,0.23869613882723162,0.2409420405036186,0.002245901676386975,-0.01859157260747164,0.02230932010381209,4,2,5,0.36363636363636365,0.18181818181818182,0.45454545454545453,
glm-5,GLM-5,category,cross_document,rouge_l,11,0.22679719634723783,0.22230764683930096,-0.004489549507936846,-0.02815554112198049,0.017417196897386928,5,2,4,0.45454545454545453,0.18181818181818182,0.36363636363636365,
glm-5,GLM-5,category,legal_validity,exact_match,91,0.3956043956043956,0.37362637362637363,-0.02197802197802198,-0.06593406593406594,0.02197802197802198,1,87,3,0.01098901098901099,0.9560439560439561,0.03296703296703297,0.625
glm-5,GLM-5,category,legal_validity,token_f1,91,0.09489747919707758,0.08944806789692708,-0.005449411300150504,-0.016683367939514537,0.005725555515168062,33,9,49,0.3626373626373626,0.0989010989010989,0.5384615384615384,
glm-5,GLM-5,category,legal_validity,rouge_l,91,0.08153715937609317,0.07662467781965945,-0.004912481556433708,-0.014266071886987745,0.004099524878741058,36,9,46,0.3956043956043956,0.0989010989010989,0.5054945054945055,
glm-5,GLM-5,category,multi_hop,exact_match,20,0.3,0.25,-0.05,-0.15,0.0,0,19,1,0.0,0.95,0.05,1.0
glm-5,GLM-5,category,multi_hop,token_f1,20,0.19813470174910944,0.20537950658315496,0.007244804834045516,-0.008109803644325512,0.02742182918486129,8,4,8,0.4,0.2,0.4,
glm-5,GLM-5,category,multi_hop,rouge_l,20,0.17022907251360317,0.17745682484396347,0.00722775233036031,-0.007783103321010537,0.027896973922542253,8,4,8,0.4,0.2,0.4,
glm-5,GLM-5,category,single_hop,exact_match,172,0.2441860465116279,0.25,0.005813953488372093,0.0,0.01744186046511628,1,171,0,0.005813953488372093,0.9941860465116279,0.0,1.0
glm-5,GLM-5,category,single_hop,token_f1,172,0.20191247544625396,0.19058354768354777,-0.011328927762706182,-0.019342886659719897,-0.003730601730053188,52,31,89,0.3023255813953488,0.18023255813953487,0.5174418604651163,
glm-5,GLM-5,category,single_hop,rouge_l,172,0.17928857861642217,0.16767657109392475,-0.01161200752249739,-0.018626205609529004,-0.004776941964384369,51,31,90,0.29651162790697677,0.18023255813953487,0.5232558139534884,
glm-5,GLM-5,difficulty,easy,exact_match,285,0.24912280701754386,0.25263157894736843,0.0035087719298245615,-0.010526315789473684,0.017631578947367145,3,280,2,0.010526315789473684,0.9824561403508771,0.007017543859649123,1.0
glm-5,GLM-5,difficulty,easy,token_f1,285,0.1777864030507813,0.17081282692310507,-0.006973576127676203,-0.013935336503048809,8.781971705671035e-05,100,39,146,0.3508771929824561,0.1368421052631579,0.512280701754386,
glm-5,GLM-5,difficulty,easy,rouge_l,285,0.15736420457340117,0.15086330989090507,-0.006500894682496066,-0.012984527719517042,5.0938210385517295e-05,100,39,146,0.3508771929824561,0.1368421052631579,0.512280701754386,
glm-5,GLM-5,difficulty,hard,exact_match,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,1.0,0.0,1.0
glm-5,GLM-5,difficulty,hard,token_f1,1,0.018957345971563982,0.015873015873015876,-0.003084330098548107,-0.003084330098548107,-0.003084330098548107,0,0,1,0.0,0.0,1.0,
glm-5,GLM-5,difficulty,hard,rouge_l,1,0.018957345971563982,0.015873015873015876,-0.003084330098548107,-0.003084330098548107,-0.003084330098548107,0,0,1,0.0,0.0,1.0,
glm-5,GLM-5,difficulty,medium,exact_match,114,0.2631578947368421,0.24561403508771928,-0.017543859649122806,-0.043859649122807015,0.0,0,112,2,0.0,0.9824561403508771,0.017543859649122806,0.5
glm-5,GLM-5,difficulty,medium,token_f1,114,0.1487233633959521,0.14246862374416636,-0.006254739651785708,-0.014349907678600643,0.002010494942903409,36,18,60,0.3157894736842105,0.15789473684210525,0.5263157894736842,
glm-5,GLM-5,difficulty,medium,rouge_l,114,0.1293413490757219,0.12350726268068148,-0.005834086395040405,-0.013156658495644149,0.001644578529987757,40,18,56,0.3508771929824561,0.15789473684210525,0.49122807017543857,
glm-5,GLM-5,answer_type,abstractive,exact_match,199,0.0,0.0,0.0,0.0,0.0,0,199,0,0.0,1.0,0.0,1.0
glm-5,GLM-5,answer_type,abstractive,token_f1,199,0.23750320302338762,0.22573639421418637,-0.011766808809201262,-0.021991893281728212,-0.0013908570815845199,67,24,108,0.33668341708542715,0.12060301507537688,0.542713567839196,
glm-5,GLM-5,answer_type,abstractive,rouge_l,199,0.20394695470418164,0.1933939620943327,-0.010552992609848958,-0.02002560612737796,-0.0010932786559155192,69,24,106,0.34673366834170855,0.12060301507537688,0.5326633165829145,
glm-5,GLM-5,answer_type,boolean,exact_match,123,0.8211382113821138,0.8130081300813008,-0.008130081300813009,-0.04878048780487805,0.032520325203252036,3,116,4,0.024390243902439025,0.943089430894309,0.032520325203252036,1.0
glm-5,GLM-5,answer_type,boolean,token_f1,123,0.026011578944161718,0.02321288478214232,-0.0027986941620193983,-0.005305976157697012,-0.00019095093317868063,44,13,66,0.35772357723577236,0.10569105691056911,0.5365853658536586,
glm-5,GLM-5,answer_type,boolean,rouge_l,123,0.026011578944161718,0.02321288478214232,-0.0027986941620193983,-0.005350201928255645,-0.00019583547877159504,44,13,66,0.35772357723577236,0.10569105691056911,0.5365853658536586,
glm-5,GLM-5,answer_type,extractive,exact_match,78,0.0,0.0,0.0,0.0,0.0,0,78,0,0.0,1.0,0.0,1.0
glm-5,GLM-5,answer_type,extractive,token_f1,78,0.22025620552303515,0.22002851947392743,-0.00022768604910768792,-0.00890839815283828,0.009041559957546831,25,20,33,0.32051282051282054,0.2564102564102564,0.4230769230769231,
glm-5,GLM-5,answer_type,extractive,rouge_l,78,0.20292052881742492,0.2019379614795249,-0.0009825673379000553,-0.009268929444979814,0.007791812111285937,27,20,31,0.34615384615384615,0.2564102564102564,0.3974358974358974,
qwen3-8b,Qwen3-8B,category,citation,exact_match,106,0.16037735849056603,0.16981132075471697,0.009433962264150943,-0.018867924528301886,0.04716981132075472,2,103,1,0.018867924528301886,0.9716981132075472,0.009433962264150943,1.0
qwen3-8b,Qwen3-8B,category,citation,token_f1,106,0.23680806781728977,0.21321475485288194,-0.023593312964407857,-0.04641411275489245,-0.0038877649280708486,28,30,48,0.2641509433962264,0.2830188679245283,0.4528301886792453,
qwen3-8b,Qwen3-8B,category,citation,rouge_l,106,0.20790012521486215,0.1883783220028637,-0.019521803211998444,-0.040691748257917305,-0.0011826867636691486,31,30,45,0.29245283018867924,0.2830188679245283,0.42452830188679247,
qwen3-8b,Qwen3-8B,category,cross_document,exact_match,11,0.0,0.0,0.0,0.0,0.0,0,11,0,0.0,1.0,0.0,1.0
qwen3-8b,Qwen3-8B,category,cross_document,token_f1,11,0.2979255986293285,0.28867716622288736,-0.00924843240644113,-0.05589937681967855,0.03806403763720615,3,1,7,0.2727272727272727,0.09090909090909091,0.6363636363636364,
qwen3-8b,Qwen3-8B,category,cross_document,rouge_l,11,0.24563616424584664,0.24244565752922514,-0.0031905067166215022,-0.05348352592034057,0.05151611732953756,3,1,7,0.2727272727272727,0.09090909090909091,0.6363636363636364,
qwen3-8b,Qwen3-8B,category,legal_validity,exact_match,91,0.2087912087912088,0.14285714285714285,-0.06593406593406594,-0.12087912087912088,-0.02197802197802198,0,85,6,0.0,0.9340659340659341,0.06593406593406594,0.03125
qwen3-8b,Qwen3-8B,category,legal_validity,token_f1,91,0.12888048626946919,0.11570616033008975,-0.01317432593937945,-0.023958388043907573,-0.0027324261878405817,19,20,52,0.2087912087912088,0.21978021978021978,0.5714285714285714,
qwen3-8b,Qwen3-8B,category,legal_validity,rouge_l,91,0.10560829559890007,0.09765840153833551,-0.007949894060564563,-0.016517171630396437,0.0018292109287083333,16,20,55,0.17582417582417584,0.21978021978021978,0.6043956043956044,
qwen3-8b,Qwen3-8B,category,multi_hop,exact_match,20,0.25,0.25,0.0,0.0,0.0,0,20,0,0.0,1.0,0.0,1.0
qwen3-8b,Qwen3-8B,category,multi_hop,token_f1,20,0.25898576146239544,0.23399883397342897,-0.024986927488966453,-0.05112727367223972,-0.0022300752191259363,5,6,9,0.25,0.3,0.45,
qwen3-8b,Qwen3-8B,category,multi_hop,rouge_l,20,0.20513707532772166,0.19150024706743904,-0.013636828260282586,-0.03443264380469001,0.005150606236009166,7,6,7,0.35,0.3,0.35,
qwen3-8b,Qwen3-8B,category,single_hop,exact_match,172,0.20930232558139536,0.19186046511627908,-0.01744186046511628,-0.040697674418604654,0.0,0,169,3,0.0,0.9825581395348837,0.01744186046511628,0.25
qwen3-8b,Qwen3-8B,category,single_hop,token_f1,172,0.2478084828684865,0.2280878970573669,-0.0197205858111196,-0.03145649309607442,-0.008338731170224647,39,43,90,0.22674418604651161,0.25,0.5232558139534884,
qwen3-8b,Qwen3-8B,category,single_hop,rouge_l,172,0.2163670930897653,0.19374435697666215,-0.02262273611310315,-0.034515730597424264,-0.010687645435204122,36,42,94,0.20930232558139536,0.2441860465116279,0.5465116279069767,
qwen3-8b,Qwen3-8B,difficulty,easy,exact_match,285,0.21052631578947367,0.18596491228070175,-0.02456140350877193,-0.0456140350877193,-0.007017543859649123,1,276,8,0.0035087719298245615,0.968421052631579,0.028070175438596492,0.0390625
qwen3-8b,Qwen3-8B,difficulty,easy,token_f1,285,0.2248026749936028,0.20392388545966303,-0.020878789533939793,-0.03154320776032078,-0.010837044888288617,66,79,140,0.23157894736842105,0.2771929824561403,0.49122807017543857,
qwen3-8b,Qwen3-8B,difficulty,easy,rouge_l,285,0.19740333509036725,0.1774316976521916,-0.019971637438175673,-0.030299910627065305,-0.010204528586483816,67,78,140,0.23508771929824562,0.2736842105263158,0.49122807017543857,
qwen3-8b,Qwen3-8B,difficulty,hard,exact_match,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,1.0,0.0,1.0
qwen3-8b,Qwen3-8B,difficulty,hard,token_f1,1,0.03125,0.0,-0.03125,-0.03125,-0.03125,0,0,1,0.0,0.0,1.0,
qwen3-8b,Qwen3-8B,difficulty,hard,rouge_l,1,0.03125,0.0,-0.03125,-0.03125,-0.03125,0,0,1,0.0,0.0,1.0,
qwen3-8b,Qwen3-8B,difficulty,medium,exact_match,114,0.14912280701754385,0.14035087719298245,-0.008771929824561403,-0.043859649122807015,0.017543859649122806,1,111,2,0.008771929824561403,0.9736842105263158,0.017543859649122806,1.0
qwen3-8b,Qwen3-8B,difficulty,medium,token_f1,114,0.20885721871515622,0.19384439517743102,-0.015012823537725217,-0.026670750347958315,-0.0043128614188595905,28,21,65,0.24561403508771928,0.18421052631578946,0.5701754385964912,
qwen3-8b,Qwen3-8B,difficulty,medium,rouge_l,114,0.16996883330016666,0.1588413983822248,-0.011127434917941865,-0.022147006628292335,-0.0001956826657561059,26,21,67,0.22807017543859648,0.18421052631578946,0.5877192982456141,
qwen3-8b,Qwen3-8B,answer_type,abstractive,exact_match,199,0.0,0.0,0.0,0.0,0.0,0,199,0,0.0,1.0,0.0,1.0
qwen3-8b,Qwen3-8B,answer_type,abstractive,token_f1,199,0.30544071135732714,0.2826058692004627,-0.02283484215686441,-0.03502275353024985,-0.010991963709768154,56,33,110,0.2814070351758794,0.1658291457286432,0.5527638190954773,
qwen3-8b,Qwen3-8B,answer_type,abstractive,rouge_l,199,0.2521253476475508,0.2338281063071042,-0.0182972413404466,-0.02978957709358828,-0.00716671783454975,56,32,111,0.2814070351758794,0.16080402010050251,0.5577889447236181,
qwen3-8b,Qwen3-8B,answer_type,boolean,exact_match,123,0.6260162601626016,0.5609756097560976,-0.06504065040650407,-0.12195121951219512,-0.016260162601626018,2,111,10,0.016260162601626018,0.9024390243902439,0.08130081300813008,0.03857421875
